"gene","pvalue"
"ENSG00000006606",0.898709047183835
"ENSG00000006607",0.00058197196606842
"ENSG00000006625",0.509550503833971
"ENSG00000006634",0.0384324251954834
"ENSG00000006638",0.0116010491005012
"ENSG00000006652",0.796114633985912
"ENSG00000006695",0.19103036188547
"ENSG00000006704",0.295621076904132
"ENSG00000006712",0.0985715724000552
"ENSG00000006715",0.652290715813888
"ENSG00000006740",0.973716277523249
"ENSG00000006744",0.126077200053118
"ENSG00000006747",0.949073288709417
"ENSG00000006756",0.915973697160071
"ENSG00000006757",0.935887438940703
"ENSG00000006788",0.00305427548216814
"ENSG00000006831",0.00303373628751106
"ENSG00000006837",0.0947756113815056
"ENSG00000007001",0.343191485540448
"ENSG00000007038",0.932620284416612
"ENSG00000007047",0.35321325514064
"ENSG00000007080",0.113169082083566
"ENSG00000007168",0.107761357934072
"ENSG00000007171",0.744638600440428
"ENSG00000007202",0.989347270853182
"ENSG00000007237",NA
"ENSG00000007255",0.179701021575578
"ENSG00000007312",0.65381061735663
"ENSG00000007341",0.480870238325711
"ENSG00000007372",0.444358459626222
"ENSG00000007376",0.544220194584909
"ENSG00000007384",0.599893464186754
"ENSG00000007392",0.0568957689626552
"ENSG00000007402",0.346385936303768
"ENSG00000007516",0.496273369468276
"ENSG00000007520",0.417775848007241
"ENSG00000007541",0.260016009754231
"ENSG00000007545",0.440553459102946
"ENSG00000007866",0.000225553951857708
"ENSG00000007923",0.795077814132532
"ENSG00000007933",0.761434171324265
"ENSG00000007944",0.000594504675133682
"ENSG00000007952",0.226851698759956
"ENSG00000008018",0.670589626906169
"ENSG00000008056",0.112748778785853
"ENSG00000008083",0.00125141966829676
"ENSG00000008086",0.432005231446175
"ENSG00000008118",0.807444577586039
"ENSG00000008128",0.634464257656135
"ENSG00000008130",4.44170166034635e-08
"ENSG00000008226",0.94462919601479
"ENSG00000008256",3.73955792971957e-09
"ENSG00000008277",0.424471405439255
"ENSG00000008282",0.0259115722927671
"ENSG00000008283",0.917475870011448
"ENSG00000008294",0.781826889363664
"ENSG00000008300",0.281128759331113
"ENSG00000008311",6.40614400922678e-11
"ENSG00000008323",0.345445302759862
"ENSG00000008324",0.0219277539925613
"ENSG00000008382",0.691444001021489
"ENSG00000008394",0.841935768317711
"ENSG00000008405",0.640898082761914
"ENSG00000008438",0.071345629679435
"ENSG00000008441",0.0147829542088478
"ENSG00000008513",0.00724142933162654
"ENSG00000008516",0.543162698737639
"ENSG00000008517",0.0388556712179293
"ENSG00000008710",0.00612585663772444
"ENSG00000008735",0.298527693365452
"ENSG00000008838",0.822962728370444
"ENSG00000008853",0.00124209168221706
"ENSG00000008869",0.642146311222533
"ENSG00000008952",0.0907668574020423
"ENSG00000008988",0.815557461764248
"ENSG00000009307",0.932755141803734
"ENSG00000009335",0.00522418567438493
"ENSG00000009413",2.83535318529843e-11
"ENSG00000009694",0.416860118108699
"ENSG00000009724",0.121577064928311
"ENSG00000009780",0.00462307499639756
"ENSG00000009790",0.569441799124842
"ENSG00000009830",0.438251780242253
"ENSG00000009844",0.591948693307385
"ENSG00000009950",0.0994890399029957
"ENSG00000009954",0.615534663598818
"ENSG00000010017",3.85314435299305e-06
"ENSG00000010030",0.0544861067394785
"ENSG00000010072",0.621168657170058
"ENSG00000010165",0.83367487181695
"ENSG00000010219",0.0874222615730927
"ENSG00000010244",0.368672092787691
"ENSG00000010256",2.33675417326655e-05
"ENSG00000010270",0.734059321260174
"ENSG00000010278",0.00655340869198859
"ENSG00000010292",0.784921560519117
"ENSG00000010295",0.767109934605511
"ENSG00000010310",0.0148962844261807
"ENSG00000010318",0.973748980745201
"ENSG00000010322",0.0258333984774886
"ENSG00000010361",0.478516934120747
"ENSG00000010404",0.272546535804163
"ENSG00000010438",0.89213347137434
"ENSG00000010539",0.434636983598219
"ENSG00000010610",0.711063700289749
"ENSG00000010626",0.119922412014516
"ENSG00000010704",0.385353174044433
"ENSG00000010803",0.946108493263185
"ENSG00000010810",0.766536794953498
"ENSG00000010818",0.00374529180724572
"ENSG00000010932",0.67991061937612
"ENSG00000011007",0.0790611459814539
"ENSG00000011009",0.0419178515878239
"ENSG00000011021",0.494838546831229
"ENSG00000011028",0.0491153943290477
"ENSG00000011105",0.131379228498422
"ENSG00000011114",0.500740426952512
"ENSG00000011132",0.42483816598574
"ENSG00000011143",0.121777548746735
"ENSG00000011198",6.90869996078934e-08
"ENSG00000011243",0.114141261809682
"ENSG00000011258",0.0321709884694054
"ENSG00000011260",0.125413154537098
"ENSG00000011275",0.885376244203061
"ENSG00000011295",0.260098726718699
"ENSG00000011304",0.0038049032039147
"ENSG00000011332",0.733402717355501
"ENSG00000011347",4.84354201373302e-05
"ENSG00000011376",0.868870583917675
"ENSG00000011405",0.018137637743101
"ENSG00000011422",0.83102906654261
"ENSG00000011426",0.92497435046247
"ENSG00000011451",0.486141790544676
"ENSG00000011454",0.00454363062912186
"ENSG00000011465",0.707608239819127
"ENSG00000011478",2.58370332955956e-05
"ENSG00000011485",6.39486241492251e-07
"ENSG00000011523",0.238993463153866
"ENSG00000011566",3.81944811638223e-06
"ENSG00000011590",0.77482920424439
"ENSG00000011600",0.92504552724752
"ENSG00000011638",0.511727242268353
"ENSG00000012048",3.27741362030776e-12
"ENSG00000012061",0.909183112242294
"ENSG00000012171",7.36858515841717e-05
"ENSG00000012174",0.207430916370471
"ENSG00000012211",0.282327144460829
"ENSG00000012232",0.431422257997767
"ENSG00000012660",0.00725937349551224
"ENSG00000012817",0.943188674873037
"ENSG00000012822",0.00429078950136386
"ENSG00000012963",0.521553575126862
"ENSG00000012983",0.424423692756564
"ENSG00000013016",0.0557862808826911
"ENSG00000013275",0.276549312091139
"ENSG00000013288",0.664327891280723
"ENSG00000013293",3.49649670213015e-15
"ENSG00000013297",7.1595496198266e-11
"ENSG00000013306",0.922147487945511
"ENSG00000013364",0.241661391102565
"ENSG00000013374",0.16978123848043
"ENSG00000013375",0.0614903486556441
"ENSG00000013392",0.132208133748662
"ENSG00000013441",0.0601158821526011
"ENSG00000013503",0.461375774700232
"ENSG00000013523",0.00683971390894741
"ENSG00000013561",0.00458262423422471
"ENSG00000013563",0.981665358523086
"ENSG00000013573",0.0573578514064696
"ENSG00000013583",0.00476674092461315
"ENSG00000013588",0.557182152126715
"ENSG00000013619",0.00707951716246667
"ENSG00000013810",0.599856415340234
"ENSG00000014123",0.287915810845334
"ENSG00000014138",0.210247980227043
"ENSG00000014164",0.993149843307908
"ENSG00000014216",0.00112503962949497
"ENSG00000014257",0.183977462785653
"ENSG00000014641",0.448171949364784
"ENSG00000014824",0.345050380682789
"ENSG00000014914",0.0380858437528492
"ENSG00000014919",0.421728225522426
"ENSG00000015133",0.425412249718588
"ENSG00000015153",0.0153592437862667
"ENSG00000015171",0.721851451825808
"ENSG00000015285",0.0854174878495538
"ENSG00000015413",0.00839438324545324
"ENSG00000015475",0.999554417152641
"ENSG00000015479",0.0449128451633831
"ENSG00000015520",0.000374437749045278
"ENSG00000015532",0.633638655456166
"ENSG00000015568",0.165763467515191
"ENSG00000015676",0.768483486801705
"ENSG00000016391",6.78369032057519e-06
"ENSG00000016402",0.214350152983247
"ENSG00000016864",0.586722678594604
"ENSG00000017260",0.22243945580753
"ENSG00000017427",0.433680093111544
"ENSG00000017483",0.000326493689290545
"ENSG00000017621",0.509247926263529
"ENSG00000017797",3.69478276959027e-08
"ENSG00000018189",0.00352471047597277
"ENSG00000018236",0.13604798633857
"ENSG00000018280",0.986497877023027
"ENSG00000018408",0.380529473254835
"ENSG00000018510",0.148927859295173
"ENSG00000018610",0.314731226593559
"ENSG00000018625",0.352757533399911
"ENSG00000018699",0.970827567380209
"ENSG00000018869",0.715300957182824
"ENSG00000019102",0.595011765230938
"ENSG00000019144",0.00646830796406193
"ENSG00000019186",1.96833891353996e-05
"ENSG00000019485",0.0529339287792845
"ENSG00000019549",0.575187381044863
"ENSG00000019582",0.235537928380534
"ENSG00000019991",1.17709747243671e-05
"ENSG00000019995",4.21254597182318e-16
"ENSG00000020129",0.00128259880318931
"ENSG00000020181",0.0324719948850281
"ENSG00000020256",0.0670568835738489
"ENSG00000020426",0.751392521415421
"ENSG00000020577",3.24464924122096e-16
"ENSG00000020633",0.71595078149108
"ENSG00000020922",0.666668852212529
"ENSG00000021300",0.341225787914134
"ENSG00000021355",4.06335489567797e-09
"ENSG00000021488",0.915349381308379
"ENSG00000021574",0.569815082235192
"ENSG00000021645",0.00305384325285352
"ENSG00000021762",0.0175871696249705
"ENSG00000021776",0.0173900949644947
"ENSG00000021826",0.132452333220956
"ENSG00000022267",0.00428462632367899
"ENSG00000022277",0.298186464626958
"ENSG00000022567",0.0729051223283181
"ENSG00000022840",0.00073173433134959
"ENSG00000022976",0.239998274742163
"ENSG00000023041",0.0203988967933867
"ENSG00000023171",0.126152761460671
"ENSG00000023191",0.437774861338398
"ENSG00000023228",0.143319800821618
"ENSG00000023287",0.329824600757934
"ENSG00000023318",0.009812753888064
"ENSG00000023330",0.094408486965913
"ENSG00000023445",0.12455063407945
"ENSG00000023516",0.596498903240625
"ENSG00000023572",0.223565889745499
"ENSG00000023608",0.000964119061381916
"ENSG00000023697",0.00243365468732568
"ENSG00000023734",0.0225762334939419
"ENSG00000023839",0.451035496730634
"ENSG00000023892",0.614283587113092
"ENSG00000023902",0.0105268029700085
"ENSG00000023909",4.67758663951238e-10
"ENSG00000024048",0.171364957391758
"ENSG00000024422",0.134810513559491
"ENSG00000024526",0.536666765093198
"ENSG00000024862",0.363081748052345
"ENSG00000025039",0.238754311577374
"ENSG00000025156",0.0641422929007815
"ENSG00000025293",0.228472190309133
"ENSG00000025423",1.64288351148215e-05
"ENSG00000025434",0.285063054404362
"ENSG00000025708",4.54060665060759e-05
"ENSG00000025770",0.611743605558091
"ENSG00000025772",0.0226337020391121
"ENSG00000025796",0.740369617109708
"ENSG00000025800",0.166464332957665
"ENSG00000026025",0.0330528215960168
"ENSG00000026036",0.29517412351949
"ENSG00000026103",0.738851385553292
"ENSG00000026297",0.0112271175482065
"ENSG00000026508",0.337002557942233
"ENSG00000026559",0.267616035023915
"ENSG00000026652",0.43072285112592
"ENSG00000026950",2.18150270723765e-10
"ENSG00000027001",0.0291265584945396
"ENSG00000027075",0.0219198774237302
"ENSG00000027697",0.00326149798878605
"ENSG00000027847",0.40102339205773
"ENSG00000028116",0.184412963827004
"ENSG00000028137",0.000167756246393048
"ENSG00000028203",0.971133669531825
"ENSG00000028277",0.000107535118989647
"ENSG00000028310",0.849697504271992
"ENSG00000028528",0.351375327028256
"ENSG00000028839",0.01419840105546
"ENSG00000029153",0.823074891314717
"ENSG00000029363",0.622853328766182
"ENSG00000029364",0.274014376782476
"ENSG00000029534",0.625692171444402
"ENSG00000029639",0.937479190562094
"ENSG00000029725",0.949948967075037
"ENSG00000029993",0.023681560990263
"ENSG00000030066",0.698656717117121
"ENSG00000030110",0.348319724079637
"ENSG00000030304",0.840549595172472
"ENSG00000030419",0.111054627536869
"ENSG00000030582",0.145598686223256
"ENSG00000031003",0.712342964021307
"ENSG00000031081",0.0018078585408865
"ENSG00000031544",0.931107089166973
"ENSG00000031691",0.710496839460019
"ENSG00000031698",1.51821270901026e-08
"ENSG00000031823",0.000764999161564759
"ENSG00000032219",0.9359647833427
"ENSG00000032389",0.865400090166517
"ENSG00000032444",0.0796954918099306
"ENSG00000032742",7.79779361128088e-06
"ENSG00000033011",0.661313100785907
"ENSG00000033030",0.347555730698434
"ENSG00000033050",0.0247102920364622
"ENSG00000033100",0.6546333895669
"ENSG00000033122",0.490435673911449
"ENSG00000033170",0.0857034716730355
"ENSG00000033178",0.0443321475648355
"ENSG00000033327",0.00305354750970943
"ENSG00000033627",0.0159576826977298
"ENSG00000033800",0.695558947106691
"ENSG00000033867",1.61308857197806e-09
"ENSG00000034053",0.924832427618095
"ENSG00000034063",0.117870899322931
"ENSG00000034152",9.39096208917315e-05
"ENSG00000034239",0.709808835426624
"ENSG00000034510",0.357227473627765
"ENSG00000034533",0.000521823426301217
"ENSG00000034677",0.205580903846153
"ENSG00000034693",0.017137477599479
"ENSG00000034713",2.71655244142051e-05
"ENSG00000034971",0.912000386781322
"ENSG00000035115",4.78819460655647e-05
"ENSG00000035141",0.142132473039791
"ENSG00000035403",2.16197864009053e-05
"ENSG00000035499",0.146028014672535
"ENSG00000035664",0.000387524675236349
"ENSG00000035681",0.000202215032724535
"ENSG00000035687",0.227787396212485
"ENSG00000035862",0.280018822460696
"ENSG00000035928",0.147118832975563
"ENSG00000036054",0.0804407284027828
"ENSG00000036257",0.946567391650821
"ENSG00000036448",0.518736463464115
"ENSG00000036530",0.200117418568586
"ENSG00000036549",0.861580637344239
"ENSG00000036672",0.27390375617684
"ENSG00000037042",0.191723232733234
"ENSG00000037241",0.0241513120706584
"ENSG00000037280",0.467306297338234
"ENSG00000037474",0.410294374151886
"ENSG00000037637",0.0033101343764704
"ENSG00000037749",0.0129786094497376
"ENSG00000037757",0.770832395436689
"ENSG00000037897",0.469885862886749
"ENSG00000037965",0.782152541920374
"ENSG00000038002",0.225069768638346
"ENSG00000038210",0.95423078498538
"ENSG00000038219",0.452805588014276
"ENSG00000038274",5.25862965057519e-05
"ENSG00000038295",0.3738026163815
"ENSG00000038358",0.304696443884026
"ENSG00000038382",0.154537152548609
"ENSG00000038427",0.021417941855228
"ENSG00000038532",0.131135583306137
"ENSG00000038945",0.220982841411124
"ENSG00000039123",0.859973696704763
"ENSG00000039139",0.643870244338583
"ENSG00000039319",0.35229416805909
"ENSG00000039523",0.121237426692815
"ENSG00000039537",0.0286363738139614
"ENSG00000039560",0.00406129159088929
"ENSG00000039600",0.600563999211996
"ENSG00000039650",0.128636331980647
"ENSG00000040199",0.057138392575334
"ENSG00000040275",0.289548941330668
"ENSG00000040341",0.536304599443364
"ENSG00000040487",0.0311116175962701
"ENSG00000040531",0.976222381856742
"ENSG00000040608",0.285665506650792
"ENSG00000040633",0.147218992261283
"ENSG00000040731",0.00714687839022873
"ENSG00000040933",0.957602148889614
"ENSG00000041353",NA
"ENSG00000041357",0.861599961314223
"ENSG00000041515",0.00100237735502588
"ENSG00000041802",0.126948394748196
"ENSG00000041880",0.721553604064457
"ENSG00000041982",0.17506674949345
"ENSG00000041988",0.428871094927516
"ENSG00000042062",0.565821524617868
"ENSG00000042088",0.00568507663697284
"ENSG00000042286",1.80116429783614e-14
"ENSG00000042317",0.0142168676791384
"ENSG00000042429",0.0899931310244458
"ENSG00000042445",0.737221017598611
"ENSG00000042493",0.988111739781747
"ENSG00000042753",0.0202761173629013
"ENSG00000042781",0.467704439985235
"ENSG00000042832",0.631473302102723
"ENSG00000042980",0.26400820538074
"ENSG00000043093",0.244460836057861
"ENSG00000043143",0.00165267911995559
"ENSG00000043514",0.715306293486
"ENSG00000044090",2.4427835416857e-07
"ENSG00000044115",0.280148067881987
"ENSG00000044446",0.021580288769143
"ENSG00000044459",0.1330038333727
"ENSG00000044524",0.762115199773053
"ENSG00000044574",0.727720950504999
"ENSG00000046604",0.695742335120546
"ENSG00000046647",0.778173208650806
"ENSG00000046651",0.833413594218562
"ENSG00000046653",0.000729735278602762
"ENSG00000046889",0.188778634047067
"ENSG00000047056",0.0185207604177951
"ENSG00000047188",0.099923010990986
"ENSG00000047230",0.912806853260253
"ENSG00000047249",0.649591123051911
"ENSG00000047315",0.79954544289571
"ENSG00000047346",0.767009989603665
"ENSG00000047365",0.499390655277128
"ENSG00000047410",0.860836319024289
"ENSG00000047457",0.276701365417814
"ENSG00000047578",0.489838639527463
"ENSG00000047579",0.778867703346895
"ENSG00000047617",0.398751224284463
"ENSG00000047621",0.0267298924321766
"ENSG00000047634",0.114067927567749
"ENSG00000047644",0.0269743075453815
"ENSG00000047648",0.889088685939443
"ENSG00000047662",0.652824449710993
"ENSG00000047849",0.12635006307341
"ENSG00000047932",0.0125608343916901
"ENSG00000047936",0.980153105414092
"ENSG00000048028",0.840476523765011
"ENSG00000048052",0.00750879490250469
"ENSG00000048140",0.036164958927487
"ENSG00000048162",0.0093790410437596
"ENSG00000048342",0.0011533830086995
"ENSG00000048392",0.412969147266158
"ENSG00000048405",0.00159669502798609
"ENSG00000048471",0.0497920484306801
"ENSG00000048540",0.000577172565660961
"ENSG00000048544",0.669426651030248
"ENSG00000048545",0.116506953471968
"ENSG00000048649",0.978127035081735
"ENSG00000048707",0.000106304318685531
"ENSG00000048740",1.21657874270527e-06
"ENSG00000048828",0.260294613880404
"ENSG00000048991",0.0589377298626322
"ENSG00000049089",0.000364954693505727
"ENSG00000049130",0.754247838291708
"ENSG00000049167",0.11826151448156
"ENSG00000049192",0.257311887457131
"ENSG00000049239",0.00982760770798216
"ENSG00000049245",0.113171098302974
"ENSG00000049246",2.19130548694737e-14
"ENSG00000049283",0.0885993993192996
"ENSG00000049323",1.49840267387131e-12
"ENSG00000049449",0.588192752014202
"ENSG00000049540",0.0095488094518159
"ENSG00000049541",0.0340960709927656
"ENSG00000049618",0.299266626140887
"ENSG00000049656",0.00639941623545104
"ENSG00000049759",2.46198972157433e-08
"ENSG00000049768",0.627546771361724
"ENSG00000049769",0.279779706948429
"ENSG00000049860",0.983167054245532
"ENSG00000049883",0.105511705679487
"ENSG00000050130",0.825967595738416
"ENSG00000050165",0.14587105894606
"ENSG00000050327",0.937345640294118
"ENSG00000050344",0.924456619074573
"ENSG00000050393",0.00993753964482046
"ENSG00000050405",0.323522491181659
"ENSG00000050426",0.521335635486269
"ENSG00000050438",0.429008070224106
"ENSG00000050555",0.974170732305456
"ENSG00000050628",0.0599564872017972
"ENSG00000050730",0.629719225668938
"ENSG00000050748",0.889558998318599
"ENSG00000050820",0.349565089995839
"ENSG00000051009",0.806366009721684
"ENSG00000051108",1.70694822970978e-16
"ENSG00000051128",0.236027961305226
"ENSG00000051180",0.0220229768009355
"ENSG00000051341",0.282099721498942
"ENSG00000051382",0.0273811721241138
"ENSG00000051523",0.173659781156652
"ENSG00000051596",0.386606807758472
"ENSG00000051620",5.20869874331569e-07
"ENSG00000051825",0.000631606241672952
"ENSG00000052126",0.0189265327802689
"ENSG00000052723",0.58052877212056
"ENSG00000052749",0.805398041289804
"ENSG00000052795",0.233060933113109
"ENSG00000052802",0.54239369178696
"ENSG00000052841",0.305977853154986
"ENSG00000052850",0.479055337429561
"ENSG00000053254",0.00411312591331253
"ENSG00000053328",0.226431429903568
"ENSG00000053371",0.387074723784409
"ENSG00000053372",0.0471371729302678
"ENSG00000053438",0.604880840511119
"ENSG00000053501",0.156249849050706
"ENSG00000053524",0.452749102176614
"ENSG00000053702",0.449420372341858
"ENSG00000053747",0.000727483669640534
"ENSG00000053770",0.987885772175539
"ENSG00000053900",0.744371287951564
"ENSG00000054116",0.317047239334384
"ENSG00000054118",0.00631144562306604
"ENSG00000054148",0.309915672009296
"ENSG00000054179",0.0985424568753345
"ENSG00000054219",0.115754414323968
"ENSG00000054267",0.33173827853917
"ENSG00000054277",0.00368398638510664
"ENSG00000054282",0.113910199557401
"ENSG00000054356",0.348254120720833
"ENSG00000054392",0.147032766978037
"ENSG00000054523",0.0526535536214842
"ENSG00000054598",0.465645319083771
"ENSG00000054611",0.73849196104105
"ENSG00000054654",0.45009535030815
"ENSG00000054690",0.407621335536012
"ENSG00000054793",0.325608171052634
"ENSG00000054938",0.00138993646899817
"ENSG00000054965",0.00100148703560906
"ENSG00000054967",0.575262231539625
"ENSG00000054983",0.00910926788978243
"ENSG00000055044",0.161654822469615
"ENSG00000055070",0.0186792633785309
"ENSG00000055118",0.262346659193168
"ENSG00000055130",0.0128316100884314
"ENSG00000055147",0.590236945763828
"ENSG00000055163",9.85496022445446e-05
"ENSG00000055208",0.49706100901554
"ENSG00000055211",0.0621359516093042
"ENSG00000055332",0.0548598508878953
"ENSG00000055483",0.142951154054716
"ENSG00000055609",0.166565959126644
"ENSG00000055732",0.247953151798842
"ENSG00000055813",0.0665038279697835
"ENSG00000055917",0.151172267892349
"ENSG00000055950",0.590101704751304
"ENSG00000056050",0.285424268314166
"ENSG00000056097",0.213509240708199
"ENSG00000056277",0.0867288222927747
"ENSG00000056558",0.233691650198915
"ENSG00000056586",0.000324287966973286
"ENSG00000056661",0.0268983587155953
"ENSG00000056736",0.000308938834989262
"ENSG00000056972",0.126938154013369
"ENSG00000056998",0.10080634887313
"ENSG00000057019",0.72230121894305
"ENSG00000057252",1.3548715006482e-05
"ENSG00000057294",0.0154474449376633
"ENSG00000057468",0.35319018989158
"ENSG00000057593",0.39664798598319
"ENSG00000057608",0.985155537101566
"ENSG00000057657",2.03462321698636e-05
"ENSG00000057663",0.0119292234560839
"ENSG00000057704",0.0631725698262399
"ENSG00000057757",0.55589935618462
"ENSG00000057935",0.0587090516922216
"ENSG00000058056",0.0135826366040467
"ENSG00000058063",0.00629158217262852
"ENSG00000058085",1.73528828590184e-05
"ENSG00000058091",0.99647749997804
"ENSG00000058262",0.00162037037294184
"ENSG00000058272",0.000668960569658773
"ENSG00000058335",0.774801581282406
"ENSG00000058404",0.495009809405458
"ENSG00000058453",0.811748354510964
"ENSG00000058600",0.0129223138574555
"ENSG00000058668",0.404992549284485
"ENSG00000058673",0.95240611364231
"ENSG00000058729",0.213470757551903
"ENSG00000058799",0.0115759293476487
"ENSG00000058804",0.528828967508673
"ENSG00000059122",0.994259614187497
"ENSG00000059145",0.00156381116223088
"ENSG00000059377",0.722356626366953
"ENSG00000059378",0.416519058431407
"ENSG00000059573",0.0214601693247639
"ENSG00000059588",0.0355981474515221
"ENSG00000059691",0.0170225823946828
"ENSG00000059728",0.466982852577997
"ENSG00000059758",0.0105783374616347
"ENSG00000059769",0.534473298850055
"ENSG00000059804",0.839227506849134
"ENSG00000059915",0.180681166300234
"ENSG00000060069",0.0398684633763121
"ENSG00000060138",4.41527118532043e-05
"ENSG00000060140",0.851140434002237
"ENSG00000060237",0.34787230671167
"ENSG00000060339",0.99367760987629
"ENSG00000060491",0.411023804363741
"ENSG00000060642",0.183349730294844
"ENSG00000060656",0.327755467090678
"ENSG00000060688",0.63803178997229
"ENSG00000060718",0.000225938878813846
"ENSG00000060749",0.233419263664151
"ENSG00000060762",0.00673429644998456
"ENSG00000060971",0.398463056569491
"ENSG00000060982",0.926730719526063
"ENSG00000061273",5.41755421249835e-06
"ENSG00000061337",9.6324957565112e-06
"ENSG00000061455",0.869499636773337
"ENSG00000061656",0.132825974429541
"ENSG00000061676",0.0212182920051429
"ENSG00000061794",0.0196937921440917
"ENSG00000061918",0.979780114415198
"ENSG00000061936",0.251428318509672
"ENSG00000061938",0.243788222581943
"ENSG00000061987",0.247574229167411
"ENSG00000062194",0.0325220484057691
"ENSG00000062282",0.4881176638189
"ENSG00000062370",0.164939076424341
"ENSG00000062485",0.45815537455106
"ENSG00000062524",0.95026113773868
"ENSG00000062582",0.513120550469261
"ENSG00000062598",0.0990780132083224
"ENSG00000062650",0.352969054934021
"ENSG00000062716",1.91393688447207e-06
"ENSG00000062725",0.483061015236459
"ENSG00000062822",0.128417252329666
"ENSG00000063015",0.796187074199686
"ENSG00000063046",0.83963515914287
"ENSG00000063127",0.00722855486400268
"ENSG00000063169",2.45912422143835e-05
"ENSG00000063176",0.468042402129038
"ENSG00000063177",0.698789206289137
"ENSG00000063180",0.0977599606219011
"ENSG00000063241",0.74753844488063
